OBJECTID,Station,Class,Count_,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area,GlobalID,x,y
914,WS028.00,R,30,7.4,0.52,130.0,35.3,31,163,6/3/2020 0:00,44.04395096,-69.40790986,WS,61856124-2006-4137-b40f-0375a800e5f0,467320.3316,4876835.27
915,WS030.00,A,30,3.7,0.61,1120.0,22.7,31,163,4/10/2019 0:00,44.03296096,-69.39603986,WS,2c592214-b063-41ca-bb67-f41f8f833177,468265.4307,4875609.988
916,WS031.00,A,30,4.3,0.52,118.0,20.5,31,163,4/10/2019 0:00,44.04419096,-69.39266986,WS,706efb31-21f1-4db0-bb14-70714f98056e,468541.4103,4876855.996
917,WS032.00,A,30,3.8,0.49,132.0,16.4,31,163,4/10/2019 0:00,44.04745096,-69.38292987,WS,2980016e-5884-44c7-a20a-7840ecc3c4b6,469323.4092,4877214.409
918,WS034.00,A,30,2.6,0.28,22.0,6.0,31,163,4/10/2019 0:00,44.03249096,-69.38392987,WS,9550fc0a-4ba5-424a-968d-07b5ba76ec2b,469235.5588,4875553.194
919,WS035.00,A,30,2.0,0.12,6.0,3.0,31,163,4/10/2019 0:00,44.03203096,-69.37740987,WS,640a8a56-52cd-47ed-a665-283b1a49c483,469757.775,4875499.69
920,WS036.00,A,30,2.6,0.27,16.0,5.9,31,163,4/10/2019 0:00,44.03985096,-69.37047987,WS,b314ae3b-01e8-423f-84f7-f0b394c0cc57,470316.9868,4876365.727
921,WS037.00,A,30,3.9,0.49,60.0,16.7,31,163,7/31/2019 0:00,44.05518096,-69.37254987,WS,073530b0-90ea-4103-968d-44f2e0f4f45a,470158.8349,4878069.159
922,WS038.00,A,30,5.2,0.55,138.0,27.0,31,163,7/31/2019 0:00,44.06435096,-69.38074987,WS,0b37774a-78c3-42ad-9644-b2bc1a2a21e3,469506.7234,4879090.665
923,WS038.50,A,40,5.07,0.55,260.0,25.5,31,163,5/21/2018 0:00,44.06545096,-69.38828987,WS,3ca90d44-ac3f-4fb0-b5ec-d34d3e09b9f1,468903.4399,4879215.659
924,WS039.00,A,40,5.82,0.56,480.0,30.8,31,163,6/18/2018 0:00,44.06543096,-69.39350986,WS,1e4b919a-e4bf-4e7b-b4c3-2aef2e540754,468485.3806,4879215.421
925,WS040.00,A,40,5.84,0.51,58.0,26.3,31,163,5/21/2018 0:00,44.07046096,-69.39362986,WS,02ee4005-bb34-4540-84bb-e50daf814e1f,468478.4399,4879774.145
926,WS041.00,A,30,5.7,0.53,126.0,28.0,31,163,6/17/2019 0:00,44.07818095,-69.38682986,WS,05048088-551b-499e-9fa0-5ce993ad1dbd,469027.0054,4880629.021
927,WS041.80,R,30,21.2,0.51,380.0,97.8,31,163,6/17/2019 0:00,44.08916095,-69.37943987,WS,0922515e-e8af-4f88-84ff-1ae6a8703c2c,469624.3327,4881845.811
928,WS043.90,P,30,46.8,0.5,1160.0,208.4,31,163,6/17/2019 0:00,44.09299095,-69.37746987,WS,8a8a5ba0-d424-4734-82ee-f7f4c473c135,469783.9891,4882270.483
929,WS047.30,A,40,4.23,0.48,154.0,17.4,31,163,6/18/2018 0:00,44.07375096,-69.38073987,WS,30eb97c2-8d91-4056-b28d-4522314bf658,469512.3499,4880134.712
930,WS048.00,A,30,3.3,0.36,40.0,9.9,31,163,6/17/2019 0:00,44.06338096,-69.36468987,WS,d8ce03c4-511d-41ff-8060-5c06026eb1d4,470792.4507,4878977.109
931,WS048.40,A,30,3.4,0.36,24.0,10.2,31,163,6/17/2019 0:00,44.05953096,-69.36055987,WS,9b113c49-62de-48c4-a0ee-f59120e2c8aa,471121.3458,4878548.037
932,WS049.00,A,30,6.5,0.49,104.0,27.7,31,163,2/5/2019 0:00,44.06499096,-69.34964988,WS,8e162241-3e56-446a-9d33-ec82d6fec35b,471997.7443,4879150.708
933,WS049.20,A,30,2.6,0.29,35.0,6.2,31,163,4/10/2019 0:00,44.05889096,-69.34948988,WS,02ffddb1-7819-454f-80e9-598b6d74a7e2,472007.6841,4878473.132
934,WS050.25,A,30,2.8,0.44,82.0,10.7,31,163,10/1/2018 0:00,44.04742096,-69.34147988,WS,1135724f-8d84-49fe-a7be-7453ca9cd2ab,472643.9638,4877196.482
935,WS051.00,A,30,2.9,0.43,74.0,10.9,31,163,4/10/2019 0:00,44.03323096,-69.34820988,WS,c6ad4732-dac6-45bf-afaf-0ccad7938619,472098.1631,4875622.674
936,WS052.00,A,30,2.3,0.18,11.0,4.0,31,163,4/10/2019 0:00,44.02684096,-69.36316987,WS,9db8f97f-f09c-4b9e-a85a-05e0b2931fa9,470896.3009,4874918.119
937,WS053.00,A,30,2.4,0.29,50.0,5.9,31,163,4/10/2019 0:00,44.01989096,-69.37107987,WS,d6f6da0d-afaf-4729-8750-4e7ca88f7e98,470258.9349,4874149.017
938,WS054.00,A,30,2.6,0.3,42.0,6.6,31,163,4/10/2019 0:00,44.01887097,-69.37096987,WS,dbb1aeda-d705-476d-b72d-a088efd6c672,470267.2414,4874035.688
939,WS055.00,A,30,2.9,0.48,280.0,12.3,31,163,4/10/2019 0:00,44.01563097,-69.36319988,WS,4290b05c-bf2e-4e46-9b28-dbbedad9814b,470888.4118,4873673.054
940,WS057.00,A,30,3.3,0.51,440.0,15.2,31,163,4/10/2019 0:00,44.02051096,-69.35385988,WS,681981b9-4fe7-466a-973a-4a59651f29e0,471639.3679,4874211.812
941,WS058.00,R,30,6.3,0.65,380.0,43.6,31,163,10/1/2018 0:00,44.02980096,-69.34670988,WS,41110896-755a-4a08-9859-cb3afaa38c8e,472216.7548,4875241.202
942,WS059.00,R,40,6.75,0.52,106.0,31.3,31,163,7/10/2018 0:00,44.01280097,-69.34551988,WS,e1ec67a0-6476-4fc9-824d-bceebc413a09,472304.2013,4873352.641
943,WS060.00,A,30,2.5,0.37,134.0,7.7,31,163,4/10/2019 0:00,44.00774097,-69.35519988,WS,3c47c01a-2a97-44b4-8ea0-bf2f15c0a00b,471525.8618,4872793.934
944,WS063.00,A,30,2.2,0.19,14.0,3.9,31,163,4/10/2019 0:00,43.99630097,-69.36069988,WS,33b32b0b-9cbd-4afe-8b26-7a3ac5b19927,471079.4044,4871525.231
945,WS065.00,A,30,2.1,0.16,12.0,3.4,31,163,4/10/2019 0:00,43.97995097,-69.36496988,WS,e62597e4-23bb-4c6a-b38d-3f90f831f9fc,470729.0056,4869710.781
946,WS067.00,A,30,2.0,0.12,8.0,2.9,31,163,4/24/2019 0:00,43.99119097,-69.39680987,WS,1c4b1877-a5b1-4b8b-bcbd-e3c945b77987,468181.4058,4870970.969
947,WS069.00,A,30,1.9,0.05,4.0,2.3,31,163,4/24/2019 0:00,43.96519098,-69.39157987,WS,14c371ee-3bec-4332-9f7e-f64ee99b939e,468587.074,4868081.212
948,WS072.00,A,30,1.9,0.0,2.0,1.9,31,163,4/24/2019 0:00,43.92380098,-69.42565986,WS,788ac507-505a-4f01-8719-252a940e6bce,465829.4407,4863497.692
949,WT002.00,A,30,3.8,0.5,140.0,17.3,31,163,8/20/2018 0:00,43.97599097,-69.35599988,WT,38164855-70b1-4915-820d-a45c1fec4a83,471446.5122,4869267.811
950,WT004.00,A,30,3.7,0.48,160.0,15.8,31,163,8/20/2018 0:00,43.98318097,-69.35159988,WT,04ed355e-35e1-4451-8b49-9b501bd1ba5a,471802.8236,4870064.873
951,WT008.00,A,30,2.3,0.24,20.0,4.9,31,163,8/20/2018 0:00,43.97300097,-69.34450988,WT,582e43ff-21d1-4264-b22d-53bafd5b988e,472366.698,4868931.808
952,WT010.00,A,30,3.8,0.63,1700.0,25.3,31,163,8/20/2018 0:00,43.97486097,-69.33154989,WT,b76eb5ef-2315-4e02-941e-53901ce9cd73,473407.0559,4869134.135
953,WT011.00,A,30,2.1,0.12,5.5,3.0,31,163,8/20/2018 0:00,43.97949097,-69.32753989,WT,cb4deb1a-58f3-4099-8710-9fe264252c41,473730.7312,4869647.092
954,WT012.00,A,30,2.7,0.41,90.0,9.2,31,163,8/20/2018 0:00,43.97233097,-69.32975989,WT,37aa525b-7d7d-4787-8dba-d18f95cc4cab,473549.5052,4868852.559
955,WT013.00,A,30,3.1,0.39,78.0,10.1,31,163,8/20/2018 0:00,43.97015097,-69.32778989,WT,180507bb-7e90-4c2e-9cd3-ca92f7398b0d,473706.5599,4868609.803
956,WT014.00,A,30,2.1,0.12,5.5,3.0,31,163,4/24/2019 0:00,43.97473097,-69.31905989,WT,80f7d623-6e96-413f-9afa-116a516f3253,474408.7977,4869115.747
957,WT015.00,A,30,2.8,0.31,16.0,7.1,31,163,8/20/2018 0:00,43.99864097,-69.31354989,WT,1acaae0d-8c7a-4d71-9e20-d898b5b4e433,474860.8377,4871769.678
958,WT015.50,A,30,3.3,0.34,25.0,9.3,31,163,8/20/2018 0:00,43.99998097,-69.30873989,WT,d936fd54-616c-4d53-a89e-ead1a5ea11c7,475247.0412,4871917.054
959,WT016.00,A,30,2.9,0.38,88.0,9.2,31,163,8/20/2018 0:00,43.98909097,-69.31264989,WT,911dd73d-7056-4a54-af6d-d09adb5913dc,474928.9758,4870708.708
960,WT017.00,A,30,2.6,0.36,102.0,7.8,31,163,8/20/2018 0:00,43.99077097,-69.3045699,WT,d702e84c-d7fd-4c4e-8f59-4bcfd1491c0b,475577.5903,4870892.877
961,WT018.00,A,30,3.2,0.46,120.0,12.8,31,163,8/20/2018 0:00,43.99303097,-69.3023699,WT,bc690b2e-c1a0-411e-9636-c194fe00a3cd,475754.9208,4871143.241
962,WT018.50,A,30,3.2,0.47,84.0,13.3,31,163,8/20/2018 0:00,44.00008097,-69.2965799,WT,7c5d0956-ee0c-460a-b896-5057009f3bd0,476221.9988,4871924.584
963,WT019.10,A,30,5.2,0.53,124.0,24.9,31,163,8/20/2018 0:00,44.00325097,-69.2921799,WT,4007fd66-7dce-4107-afd1-5bd03750d41f,476576.0117,4872275.41
964,WT019.50,A,30,4.2,0.65,860.0,29.8,31,163,9/17/2018 0:00,43.99746097,-69.2909299,WT,9ef7a5c5-f2fe-4050-8562-2eae8b4f93df,476673.9555,4871631.973
965,WT020.00,A,30,2.7,0.31,40.0,7.1,31,163,8/20/2018 0:00,43.98522097,-69.3078999,WT,42eb1dfe-c1b6-4db6-a9b9-b299187d8db5,475308.2684,4870277.444
966,WT020.80,A,30,3.1,0.39,44.0,10.0,31,163,8/20/2018 0:00,43.98612097,-69.3009499,WT,8bb04603-69e9-4489-90b8-870eb31245a9,475865.9815,4870375.348
967,WT022.00,A,30,2.4,0.24,18.0,5.0,31,163,8/20/2018 0:00,43.97413097,-69.3061899,WT,5b736f97-43cc-46c0-8136-2613648b7f82,475440.8293,4869045.195
968,WT024.00,A,30,2.2,0.2,18.0,4.1,31,163,8/20/2018 0:00,43.96601097,-69.3066199,WT,f1275a11-d4e0-4baf-b09c-f6969a771b0e,475402.9885,4868143.457
969,WT026.00,A,30,2.0,0.11,5.5,2.9,31,163,4/24/2019 0:00,43.95236098,-69.32067989,WT,4dfa0ff3-774a-41aa-a78c-7fdd0d06b42d,474269.2067,4866631.679
970,WT028.50,A,30,2.3,0.18,9.1,3.9,31,163,4/24/2019 0:00,43.96019098,-69.34729988,WT,109c4388-2225-43bb-88ca-d4e7d8c1b69c,472136.9233,4867509.975
971,WT029.00,A,30,2.3,0.27,50.0,5.4,31,163,4/24/2019 0:00,43.93991098,-69.35161988,WT,fe2998a7-8066-45ad-a794-c2e8788590fa,471780.7457,4865259.006
972,WT031.00,A,30,2.1,0.21,24.0,4.0,31,163,4/24/2019 0:00,43.91010099,-69.37712988,WT,c209ac4d-8339-422b-bbb3-d1a3f22fee0e,469718.3218,4861957.151
973,WU001.00,A,30,2.4,0.22,12.0,4.7,31,163,8/27/2018 0:00,43.95381098,-69.3074799,WU,832da052-ecf8-492c-92ac-1c774f6c6d2f,475328.9515,4866788.696
974,WU002.00,A,30,2.2,0.17,9.1,3.7,31,163,8/27/2018 0:00,43.95642097,-69.3002099,WU,5b50684c-37eb-4a16-a3f2-c4451b5c613d,475913.3237,4867076.433
975,WU003.00,A,30,2.0,0.15,14.0,3.2,31,163,8/27/2018 0:00,43.95954097,-69.2930899,WU,29d5e1b7-2d49-43e9-b4ed-29dde1361cc1,476485.8116,4867420.91
976,WU004.00,A,30,2.5,0.32,40.0,6.8,31,163,8/27/2018 0:00,43.95887097,-69.2883199,WU,335fc2d2-db08-4723-b7e0-a283b5a02795,476868.242,4867345.147
977,WU005.00,A,30,2.9,0.55,600.0,15.2,31,163,8/27/2018 0:00,43.97024097,-69.27750991,WU,38b43de1-8446-4469-8baf-e30b7568b67d,477739.769,4868605.007
978,WU006.00,A,30,3.4,0.55,640.0,17.5,31,163,9/17/2018 0:00,43.97294097,-69.28426991,WU,69b55d44-a7b7-48f2-b157-c3fd529d3259,477198.5541,4868906.735
979,WU006.50,A,30,2.9,0.31,20.0,7.4,31,163,8/27/2018 0:00,43.97801097,-69.2827699,WU,f253f0bd-3755-410f-bff2-ee8f4e871f81,477320.7997,4869469.433
980,WU007.00,A,30,4.0,0.46,158.0,16.1,31,163,5/14/2019 0:00,43.98859097,-69.28023991,WU,52470531-ad41-401b-85a0-8ba970fc90f9,477527.7065,4870643.835
981,WU009.00,A,30,2.9,0.46,130.0,11.5,31,163,5/14/2019 0:00,43.97868097,-69.27067991,WU,1e1c1b96-47f2-4287-a7b4-ce1bc9a953a9,478290.7068,4869540.596
982,WU010.00,A,30,2.8,0.4,64.0,9.6,31,163,8/27/2018 0:00,43.98063097,-69.26356991,WU,6991485c-3766-4282-96b4-19b1b199da84,478861.6407,4869755.331
983,WU012.00,A,30,4.4,0.6,180.0,26.2,31,163,8/27/2018 0:00,43.99138097,-69.25882991,WU,9f897b89-bbed-4f9f-bed8-af7736b91a6f,479245.5355,4870948.104
984,WU013.00,R,30,5.4,0.72,600.0,46.0,31,163,9/17/2018 0:00,44.00049097,-69.25421991,WU,bdd81e68-4885-4be5-bffe-5de90fdd9dae,479618.3102,4871958.782
985,WU013.50,A,30,3.4,0.41,48.0,11.8,31,163,9/17/2018 0:00,44.00490096,-69.24789992,WU,64e3b52e-03c6-4cc1-a1b5-922bc66a673e,480126.4786,4872447.048
986,WU017.00,A,30,3.2,0.33,24.0,8.6,31,163,9/17/2018 0:00,44.01146096,-69.23388992,WU,f62ba16d-380b-422b-a086-7599f825ee4a,481251.6919,4873172.374
987,WU017.80,A,30,2.7,0.32,42.0,7.1,31,163,4/24/2019 0:00,44.01498096,-69.24000992,WU,f4f2ebf6-420f-4692-a8df-39b4e6d4c9c8,480762.2587,4873564.743
988,WU018.00,A,30,3.6,0.42,56.0,12.7,31,163,5/8/2019 0:00,44.02225096,-69.21446993,WU,f00e799c-317e-4b39-9da6-6e86b3447922,482811.4905,4874366.567
989,WU019.00,A,40,4.2,0.32,40.0,10.6,31,163,3/18/2019 0:00,44.02832096,-69.21070993,WU,e3c2dd9e-b2b0-46c8-adbc-a40a802c675d,483114.5556,4875039.974
990,WU020.00,R,40,5.8,0.63,740.0,37.4,31,163,3/18/2019 0:00,44.03856096,-69.20575993,WU,86ff6c94-5f51-4efd-93b1-e9bb38d25163,483514.0676,4876176.313
991,WU021.00,A,40,5.9,0.5,88.0,26.0,31,163,3/18/2019 0:00,44.04413096,-69.20441993,WU,ba5ff131-39c7-46c0-a0c7-c5d4e9f16464,483622.9657,4876794.698
992,WU022.00,A,40,7.1,0.47,62.0,27.9,31,163,3/18/2019 0:00,44.04951095,-69.20845993,WU,03d23890-1983-4dc9-a07e-fa6ad062c9be,483300.8141,4877393.059
993,WU023.00,R,40,7.7,0.58,180.0,42.8,31,163,3/18/2019 0:00,44.05718095,-69.19208993,WU,f03752dd-b56f-44a1-9f54-80e943ff2c03,484614.1582,4878241.77
994,WU025.00,A,40,5.3,0.44,96.0,19.2,31,163,3/18/2019 0:00,44.06486095,-69.18770993,WU,ca55cf96-1d85-413b-a587-8cc7d0a60165,484966.9268,4879093.971
995,WU028.00,A,30,5.1,0.44,120.0,19.0,31,163,8/28/2019 0:00,44.07168095,-69.18240993,WU,91eb109e-f6f0-4a69-9d37-5692c3feb085,485393.0636,4879850.509
996,WU029.00,R,30,12.5,0.55,280.0,63.9,31,163,8/28/2019 0:00,44.07483095,-69.17333994,WU,9b7741bd-6318-499a-a9c7-7bd78d0645c8,486120.1029,4880198.809
997,WU032.00,A,40,6.0,0.5,300.0,26.5,31,163,7/20/2017 0:00,44.07100095,-69.16632994,WU,ff49a10a-84b0-4974-ae75-07701f6b59bb,486680.5575,4879772.256
998,WU033.00,A,40,6.5,0.47,96.0,27.1,31,163,11/7/2016 0:00,44.06181095,-69.16874994,WU,73b57624-d463-4719-8a0c-75a3071133fb,486484.6768,4878751.925
999,WU034.00,R,40,9.2,0.63,920.0,59.2,31,163,6/26/2018 0:00,44.05630095,-69.17739994,WU,f7f9c810-c53d-490a-9a38-e6fa1433d82a,485790.5735,4878141.391
1000,WU034.50,A,40,7.3,0.48,88.0,30.5,31,163,3/18/2019 0:00,44.06179095,-69.17946993,WU,b0db37fc-4df5-45b7-a32b-7bd2f0ee2a9d,485626.0984,4878751.518
1001,WU035.00,A,40,4.68,0.43,76.0,16.9,31,163,3/18/2019 0:00,44.05489095,-69.18401993,WU,08d76462-5a4e-4dd0-ab61-509c0a6bdf10,485259.9734,4877985.947
1002,WU036.00,A,40,4.73,0.46,66.0,18.2,31,163,1/23/2019 0:00,44.05029095,-69.18414993,WU,0c2462af-4877-418a-aca6-eb0cfcaf0336,485248.4186,4877475.053
1003,WU037.00,A,40,4.44,0.46,62.0,17.4,31,163,3/18/2019 0:00,44.04594095,-69.18692993,WU,657776c8-6622-4f9e-a8c7-8cc0f21ebe5a,485024.627,4876992.406
1004,WU037.50,A,40,5.9,0.56,110.0,30.6,31,163,3/27/2019 0:00,44.03772096,-69.18819993,WU,f42197bd-e419-43cc-9249-dc87f580ee2a,484920.7996,4876079.653
1005,WU038.00,A,40,4.29,0.53,500.0,20.2,31,163,3/18/2019 0:00,44.02650096,-69.20231993,WU,0fd12582-ff24-49d5-87a4-46532e3b9b94,483786.4001,4874836.146
1006,WU039.00,A,40,2.92,0.32,34.0,7.4,31,163,3/18/2019 0:00,44.02129096,-69.20656993,WU,af2a2d2a-68de-4291-b2a6-c19c94c25a07,483444.362,4874258.325
1007,WU040.00,A,30,3.1,0.43,44.0,11.2,31,163,8/20/2018 0:00,44.00858096,-69.21832993,WU,c008a2ce-2fa0-44fb-ba51-2bbadd9ba492,482498.1139,4872849.078
1008,WU041.00,A,30,4.3,0.46,50.0,17.2,31,163,8/20/2018 0:00,44.00978096,-69.20401993,WU,77d19286-c753-4604-b5b9-f36bc9ab4c79,483645.5697,4872979.422
1009,WU042.00,A,30,2.8,0.32,18.0,7.4,31,163,8/20/2018 0:00,43.99892096,-69.21504993,WU,a579437c-757a-4c43-bf52-983d294fe743,482758.2494,4871775.471
1010,WU042.70,A,30,3.1,0.55,840.0,16.1,31,163,8/20/2018 0:00,43.99475096,-69.21667993,WU,324e61dc-df23-4efa-8f12-821d3e953e8f,482626.3466,4871312.661
1011,WU043.00,A,30,5.2,0.59,460.0,30.6,31,163,8/20/2018 0:00,43.98872097,-69.22373992,WU,92a43e12-50b1-4b4d-b5a7-e7544cee35ac,482058.451,4870644.434
1012,WU044.00,A,30,2.7,0.32,29.0,7.1,31,163,8/20/2018 0:00,43.99237097,-69.23180992,WU,630a53b6-04ff-4dca-9a0a-d871c29ca7bd,481412.4626,4871051.618
1013,WU045.70,A,30,2.9,0.35,24.0,8.3,31,163,8/20/2018 0:00,43.98069097,-69.24326992,WU,6244be18-1666-4476-afcf-6a73db48ebac,480489.7242,4869756.995
1014,WU045.80,A,30,3.9,0.62,1700.0,24.7,31,163,8/20/2018 0:00,43.97999097,-69.23883992,WU,c8f07da2-6ccc-44e7-a7d3-29160e7fb888,480844.7856,4869678.21
1015,WU046.00,A,30,3.0,0.38,31.0,9.6,31,163,8/20/2018 0:00,43.98452097,-69.24310992,WU,a71d5aea-7a3e-4dc8-88e9-4b75f5be5300,480503.8097,4870182.345
1016,WU047.00,A,30,2.5,0.26,15.0,5.4,31,163,8/20/2018 0:00,43.97328097,-69.25547991,WU,e0a5c9d3-3be5-4dfb-94f0-f55123255928,479507.9327,4868936.945
1017,WU048.00,A,30,3.8,0.46,54.0,15.0,31,163,8/20/2018 0:00,43.95802097,-69.25386992,WU,63761925-109d-43d8-909f-7c844aa502d1,479631.8573,4867241.662
1018,WU048.80,A,30,2.7,0.33,38.0,7.4,31,163,8/20/2018 0:00,43.95216097,-69.27489991,WU,fb3b906c-dea9-4832-878f-59095cd52cfc,477942.4398,4866596.214
1019,WU050.00,A,30,2.8,0.45,480.0,10.8,31,163,8/20/2018 0:00,43.94700097,-69.26939991,WU,6c34e6a6-3922-4fac-a786-82071eb7e2f1,478381.8813,4866021.654
1020,WU055.50,A,30,1.9,0.05,4.0,2.3,31,163,4/24/2019 0:00,43.93167098,-69.27384991,WU,6b98a55f-1d0a-48ea-893e-f6d2cf5ee188,478019.1421,4864320.178
1021,WU056.00,A,30,1.9,0.05,4.0,2.3,31,163,4/24/2019 0:00,43.94580098,-69.3062599,WU,a8ec7609-65ed-4133-a475-c37b87a6e6fb,475423.5394,4865898.686
1022,WU058.00,A,30,1.9,0.05,4.0,2.3,31,163,4/24/2019 0:00,43.92392098,-69.3040399,WU,be5c4424-e33b-4d4e-8b31-6741fc020a25,475592.7403,4863467.891
1023,WU059.00,A,30,2.1,0.14,7.3,3.2,31,163,4/24/2019 0:00,43.91215098,-69.3119099,WU,888370b9-119b-4be1-ba92-2ac31197f957,474956.0279,4862162.998
1024,WV001.00,R,30,5.8,0.71,880.0,48.1,31,163,4/24/2019 0:00,43.93147098,-69.24331992,WV,189cea04-eeca-435a-9910-f0b1e4004307,480469.5997,4864290.291
1025,WV002.00,A,30,2.3,0.19,8.0,4.1,31,163,4/24/2019 0:00,43.93651098,-69.22874993,WV,329b411d-d95c-4ff3-9f8a-e3798d5badf7,481640.6309,4864846.724
1026,WV003.50,A,30,4.2,0.46,68.0,16.6,31,163,4/24/2019 0:00,43.94204097,-69.22907993,WV,8c8d02c1-9f65-4108-b878-bfb484e573bb,481615.8492,4865460.995
1027,WV004.00,A,30,3.9,0.54,260.0,19.7,31,163,4/24/2019 0:00,43.94171098,-69.22350993,WV,862407bb-6ba9-4ea0-a37d-84dccd29c94d,482062.7543,4865423.118
1028,WV006.00,A,30,3.9,0.43,30.0,14.0,31,163,4/24/2019 0:00,43.93456098,-69.21712993,WV,0d7d71e1-4c9e-4091-b6c4-8bd9b6658147,482572.6774,4864627.626
1029,WV006.50,A,30,3.5,0.44,44.0,13.3,31,163,4/24/2019 0:00,43.93530098,-69.21441993,WV,de749dd0-ab8c-4d22-9298-de9136d936bf,482790.4013,4864709.247
1030,WV008.00,A,30,4.5,0.63,540.0,29.8,31,163,4/24/2019 0:00,43.95855097,-69.21335993,WV,da82a216-6fa5-4bc4-bfc7-726d16c923a0,482882.1517,4867291.329
1031,WV013.00,A,30,2.9,0.38,36.0,9.3,31,163,4/24/2019 0:00,43.96707097,-69.19968993,WV,be027ee8-b32a-4f2c-91ec-60d6b690cb57,483981.1839,4868234.876
1032,WV016.00,A,30,2.0,0.1,5.5,2.7,31,163,5/21/2019 0:00,43.97616097,-69.19439994,WV,b982c582-7096-4445-9dfa-6d2820c5e9d5,484407.9178,4869243.464
1033,WV016.40,A,30,2.9,0.37,116.0,9.0,31,163,4/24/2019 0:00,43.98345097,-69.19238994,WV,4e69545e-1132-4685-86a0-d557675b4f7e,484571.0202,4870052.768
1034,WV016.50,A,30,3.2,0.49,152.0,14.0,31,163,4/24/2019 0:00,43.98298097,-69.19503993,WV,18e64a5a-d794-41d7-8662-0ad5b94ecb4f,484358.3764,4870001.065
1035,WV017.00,A,30,3.6,0.5,220.0,15.8,31,163,4/24/2019 0:00,43.98316097,-69.20241993,WV,d425430a-e699-4b10-8c22-9df0318ed043,483766.5715,4870022.483
1036,WV018.00,A,30,2.7,0.36,76.0,8.0,31,163,4/1/2020 0:00,43.98772097,-69.19624993,WV,aa8579f8-a213-441f-8582-1f4bf53dfb2d,484262.5904,4870527.755
1037,WV019.00,A,30,3.2,0.48,128.0,13.4,31,163,4/1/2020 0:00,43.99832096,-69.19360993,WV,7b4e324f-d92c-4481-8fb8-3a3645cbbb56,484477.0569,4871704.572
1038,WV020.50,A,30,3.1,0.32,33.0,7.9,31,163,5/11/2015 0:00,44.00100096,-69.18762994,WV,44e9fe01-c86d-4474-8808-fca2ddce8027,484957.1887,4872001.126
1039,WV020.80,A,30,2.9,0.4,50.0,9.7,31,163,4/1/2020 0:00,43.99492096,-69.18959994,WV,3fd0bbfb-6f93-47bb-bada-a08a768fd301,484797.6961,4871326.195
1040,WV022.00,R,30,6.5,0.78,740.0,66.5,31,163,4/24/2019 0:00,43.99102096,-69.18177994,WV,c7c9545e-8e00-466a-9591-84858d6b7aac,485423.7565,4870891.62
1041,WV024.00,A,30,5.0,0.49,76.0,22.0,31,163,4/24/2019 0:00,43.99101096,-69.18164994,WV,50745d17-e1c9-4c78-aa58-fad23ddc8082,485434.1782,4870890.486
1042,WV025.00,A,30,3.1,0.46,340.0,12.0,31,163,4/24/2019 0:00,43.99405096,-69.17368994,WV,613fe681-2cd0-437f-8aad-28d1ccbcd3eb,486073.1713,4871226.757
1043,WV026.00,A,30,3.7,0.48,112.0,15.2,31,163,8/6/2018 0:00,44.00513096,-69.17039994,WV,e8128cd5-5b42-43c3-8503-884b84564dc5,486339.5129,4872456.838
1044,WV027.00,A,30,3.6,0.42,42.0,12.5,31,163,8/6/2018 0:00,44.00555096,-69.16505994,WV,3991fd21-a78e-4964-beb1-d3962e527c44,486767.6991,4872502.616
1045,WV028.50,A,30,3.5,0.4,36.0,11.4,31,163,8/6/2018 0:00,44.00493096,-69.16062994,WV,bdc80233-0a94-4438-a25b-b772dd7d7705,487122.7031,4872433.052
1046,WV029.00,R,30,7.6,0.82,1601.0,88.4,31,163,5/1/2019 0:00,44.00011096,-69.15966995,WV,fe139acb-7c39-46af-a511-34df1d78df66,487198.6274,4871897.556
1047,WV031.00,A,30,5.1,0.58,124.0,28.7,31,163,3/11/2019 0:00,44.00141096,-69.14928995,WV,49ec682a-7adc-4b49-b517-b5a8cba70242,488031.0943,4872040.385
1048,WV032.00,A,30,3.4,0.53,240.0,16.7,31,163,3/11/2019 0:00,43.99806096,-69.14974995,WV,e586688e-58b4-49ab-9fd5-0d6e91bdc087,487993.5395,4871668.375
1049,WV035.00,A,30,3.2,0.48,380.0,13.5,31,163,3/11/2019 0:00,44.00045096,-69.13720995,WV,31749602-c920-462e-a83c-7e45a93e4524,488999.397,4871932.078
1050,WV036.00,A,30,3.7,0.57,300.0,20.0,31,163,3/11/2019 0:00,43.99805096,-69.14940995,WV,f76d130a-da8f-4572-b498-a780be41f010,488020.7976,4871667.215
1051,WV037.00,A,30,3.1,0.58,1700.0,17.5,31,163,3/11/2019 0:00,44.00419096,-69.13844995,WV,d01dae1f-1198-4966-a481-c769e78ec973,488900.6792,4872347.638
1052,WV038.00,A,30,3.5,0.59,160.0,20.3,31,163,3/11/2019 0:00,44.00413096,-69.13264995,WV,f8a12bc6-20c7-4529-b4a1-c880f509fafc,489365.6455,4872340.21
1053,WV039.00,R,30,5.2,0.65,1000.0,35.5,31,163,3/11/2019 0:00,44.01029096,-69.12816996,WV,f5396f43-f126-493d-8781-3d1bbdfff547,489725.8638,4873023.82
1054,WV040.00,A,30,3.0,0.46,112.0,11.9,31,163,3/11/2019 0:00,44.00662096,-69.12450996,WV,cd1f6ec0-548a-494a-b011-8caa3fd3ba7a,490018.6348,4872615.751
